,Lot Number,Product,Date,Shop Order,requested_qty,packaging,resin,colorant,Formula Sheet,misc,lid component lid,label,lid assembly,PRINTER ACCESSORIES,SILICON FLUID,rubber tip,ifu,pad,label stock,label kit,purging solvent,lid component hood,lid component,PAD,LABEL,barrel,lid component rotor,lid,lid component door,lid component cap,lid component washer,container,TRAY,fg,lid component cowl,bracket key,cannula,tip cap,Value Stream
1779,20G03263,31314886,20200930,193461,545320.216,,RM106,RM170,FS10006080,,,,PT00075579,,,,PT00067913,,R4415,,,,,,,,,,,,,,,,,,,,Containers
1780,20G03463,85221R,20200911,193464,43020.000,,RM171,RM170,FS10003118,,,,WP8520N,,,,PT00006610,,R4415,,,,,,,,,,,,,,,,,,,,Containers
1781,20G03663,8870,20200722,193466,5180.000,R1700,RM129,PT00065942,FS10003163,,,PT00006652,PT00013699,,,,CL63R98234,R5097,R4415,,,,,,,,,,,,,,,,,,,,Containers
1782,20G03763,8991,20200901,193467,0,R1700,RM165,,FS10003231,,,,WP7483,,,,PT00012105,,R4415,,,,,,,,,,,,,,,,,,,,Containers
1783,20G03863,V8900,20201007,193468,342.000,CL63R1146,RM129,PT00065936,FS10003254,,,,,,,,PT00006610,,R4415,,,,,,,,,,,,,,,,,,,,Containers
1784,20G03963,80-8705,20200916,193469,1728.000,R1644A,RM165,,DC00041675,,,PT00046145,WP8980-C,,,,PT00034294,,R4415,,,,,,,,,,,,,,,,,,,,Containers
1785,20G04263X,8881112599,20200716,193485,0,5500149,0301001,,FS10028544,,,,,EXP5050,PT00009994,4006202,,,5241008,,,,,,,,,,,,,,,,,,,,Syringe
1786,20G04363X,8881112599,20200716,193486,0,5500149,0301001,,FS10028544,,,,,EXP5050,PT00009994,4006202,,,5241008,,,,,,,,,,,,,,,,,,,,Syringe
1787,20G04463X,8881112599,20200721,193487,0,5500149,0301001,,FS10028544,,,,,EXP5050,PT00009994,4006202,,,5241008,,,,,,,,,,,,,,,,,,,,Syringe
1788,20G04563X,8881112599,20200720,193488,0,5500149,0301001,,FS10028544,,,,,EXP5050,PT00009994,4006202,,,5241008,,,,,,,,,,,,,,,,,,,,Syringe
1789,20G04663X,8881512878,20200805,193489,0,PT00015857,0301001,,FS10011723,,,,,EXP6026,PT00009994,4001801,,,5241008,,,,,,,,,,,,,,,,,,,,Syringe
1790,20G04763X,8881512878,20200805,193490,0,PT00015857,0301001,,FS10011723,,,,,EXP6026,PT00009994,4001801,,,5241008,,,,,,,,,,,,,,,,,,,,Syringe
1791,20G04863X,8881512878,20200805,193491,0,PT00015857,0301001,,FS10011723,,,,,EXP6026,PT00009994,4001801,,,5241008,,,,,,,,,,,,,,,,,,,,Syringe
1792,20G04963X,410S,20200722,193495,0,PT00006673,0301001,0400145,FS10028977,,,,,4230505,PT00009994,4101801,,,PT00006674,,,,,,,,,,,,,,,,,,,7777129656,Syringe
1793,20G05063X,8881907465,20200722,193496,0,5000109,0301001,,FS10022250,,,,,4230505,PT00009994,4001801,,,5241008,,,,,,,,,,,,,,,,,,,,Syringe
1794,20G05163X,8881907465,20200722,193497,0,5000109,0301001,,FS10022250,,,,,4230505,PT00009994,4001801,,,5241008,,,,,,,,,,,,,,,,,,,,Syringe
1795,20G05263X,8881907465,20200722,193498,0,5000109,0301001,,FS10022250,,,,,4230505,PT00009994,4001801,,,5241008,,,,,,,,,,,,,,,,,,,,Syringe
1796,20G05363X,8881907465,20200722,193499,0,5000109,0301001,,FS10022250,,,,,4230505,PT00009994,4001801,,,5241008,,,,,,,,,,,,,,,,,,,,Syringe
1797,20G05463X,8881907465,20200722,193500,0,5000109,0301001,,FS10022250,,,,,4230505,PT00009994,4001801,,,5241008,,,,,,,,,,,,,,,,,,,,Syringe
1798,20G05563X,412SE,20200715,193501,5543.598,CL63R1794,0301001,0400145,FS20006457,,,,,PT00033970,PT00009994,4001801,PT00055216,,5241008R,,,,,,,R7642B,,,,,,,,,,,,,Syringe
1799,20G05663X,412SE,20200715,193502,5302.572,CL63R1794,0301001,0400145,FS20006457,,,,,PT00033970,PT00009994,4001801,PT00055216,,5241008R,,,,,,,R7642B,,,,,,,,,,,,,Syringe
1800,20G05763X,412SE,20200722,193503,6073.855,CL63R1794,0301001,0400145,FS20006457,,,,,PT00033970,PT00009994,4001801,PT00055216,,5241008R,,,,,,,R7642B,,,,,,,,,,,,,Syringe
1801,20G05863X,412SE,20200716,193504,5688.214,CL63R1794,0301001,0400145,FS20006457,,,,,PT00033970,PT00009994,4001801,PT00055216,,5241008R,,,,,,,R7642B,,,,,,,,,,,,,Syringe
1802,20G05963,8881112015,20200819,193505,0,5170588,0301001,0400145,DC00005796,,,,,EXP5050,PT00009994,4101801,PT00055216,,5241008,,,,,,,R7642B,,,,,,,,,,,,,Syringe
1803,20G06163,8506Y,20200922,193513,8959.806,CL63R1776,RM171,RM260,FS10003085,,,,,X98146,,,PT00006610,,R4415,,,,,,,,,,,,,,,,,,,,Containers
1804,20G06263,8998S,20200812,193518,4505.000,R1700,RM129,PT00065936,FS10003240,,,,WP7418,,,,PT00012137,,R4415,,,,,,,,,,,,,,,,,,,,Containers
1805,20G06363X,4502500,20200805,193519,0,5170588,0301001,,FS20005412,,,,,EXP6027,PT00009994,4101801,,,5241008,,,,,,,,,,,,,,,,,,,,Syringe
1806,20G06963,31323358,20200825,193533,211243.596,,RM004,RM260,FS10006098,,,,PT00075579,,,,PT00067913,,R4415,,,,,,,,,,,,,,,,,,,,Containers
1807,20G07163,31353611,20200803,193535,193613.746,,RM106,RM260,FS10006111,,,,PT00069525,,,,PT00067913,,R4415,,,,,,,,,,,,,,,,,,,,Containers
1808,20G07263,8507SA,20200810,193536,81452.832,CL63R1776,RM171,RM170,FS10003086,,,,,X98151,,,CL63R98334A,,PT00062605,,,,,,,,,,,,,,,,,,,,Containers
1809,20G07363,8507SA,20200817,193537,81452.832,CL63R1776,RM171,RM170,FS10003086,,,,,X98151,,,CL63R98334A,,PT00062605,,,,,,,,,,,,,,,,,,,,Containers
1810,20G07563,8537MW,20200831,193539,9637.056,CL63R1780,RM165,,FS10003138,,,,,X98146,,,PT00006610,,R4415,,,,,,,,,,,,,,,,,,,,Containers
1811,20G07763,8934CRS,20200909,193541,0,R1292D,RM165,,FS10028284,,,,WP7417P,,,,PT00012137,R5097,R4415,,,,,,,,,,,,,,,,,,,,Containers
1812,20G07963,8989,20201022,193543,12040.000,R1690,RM129,PT00062563,FS10003226,,,,PT00013702,,,,PT00012138,R5097,R4415,,,,,,,,,,,,,,,,,,,,Containers
1813,20G08063,V8512,20200812,193544,2500.000,CL63R1040,RM171,,FS10003252,,,,WP8510,,,,PT00006610,,R4415,,,,,,,,,,,,,,,,,,,,Containers
1814,20G08263,8910,20200812,193548,100.000,R9366D,,,FS10003172,,,,,,,,,,R4415,,,,,,,,,,,,,,,,,,,,Containers
1815,20G08363,89671,20201007,193549,64800.000,R1300D,RM171,RM170,FS10003199,,,,WP8965N,,,,PT00006610,,R4415,,,,,,,,,,,,,,,,,,,,Containers
1816,20G08663,31157160,20200930,193562,870.000,RM054,RM129,PT00065936,FS10006139,,,PT00047930,WP4810,,,,R98399A,,,,,,,,,,,,,,,,,,,,,,Containers
1817,20G08763,8303SA,20201102,193563,46713.868,R1378B,RM157,PT00065936,FS10003077,,,,,,,,PT00052518,,R4415,,,,,,,,,,,,,,,,,,,,Containers
1818,20G09063,8985,20200730,193566,0,R1644A,RM093,PT00062563,FS10003221,,,,PT00013692,,,,PT00012138,R5097,R4415,,,,,,,,,,,,,,,,,,,,Containers
1819,20G09363X,8881112599,20200720,193571,0,5500149,0301001,,FS10028544,,,,,EXP5050,PT00009994,4006202,,,5241008,,,,,,,,,,,,,,,,,,,,Syringe
1820,20G09463X,8881112599,20200721,193572,0,5500149,0301001,,FS10028544,,,,,EXP5050,PT00009994,4006202,,,5241008,,,,,,,,,,,,,,,,,,,,Syringe
1821,20G09563X,8881112599,20200725,193573,0,5500149,0301001,,FS10028544,,,,,EXP5050,PT00009994,4006202,,,5241008,,,,,,,,,,,,,,,,,,,,Syringe
1822,20G09663X,8881112599,20200726,193574,0,5500149,0301001,,FS10028544,,,,,EXP5050,PT00009994,4006202,,,5241008,,,,,,,,,,,,,,,,,,,,Syringe
1823,20G09763X,8881512852,20200819,193575,0,PT00015840,0301001,,FS10011725,,,,,EXP6026,PT00009994,4001801,,,5241008,,,,,,,,,,,,,,,,,,,,Syringe
1824,20G09863X,8881512852,20200819,193576,0,PT00015840,0301001,,FS10011725,,,,,EXP6026,PT00009994,4001801,,,5241008,,,,,,,,,,,,,,,,,,,,Syringe
1825,20G10063X,4502570,20200722,193579,0,5542735,0301001,,DC00056758,,,,,EXP5050,PT00009994,4001204,,,,,,,,,,,,,,,,,,,,,,,Syringe
1826,20G10163X,4502570,20200722,193580,0,5542735,0301001,,DC00056758,,,,,EXP5050,PT00009994,4001204,,,,,,,,,,,,,,,,,,,,,,,Syringe
1827,20G10263X,4502570,20200723,193581,0,5542735,0301001,,DC00056758,,,,,EXP5050,PT00009994,4001204,,,,,,,,,,,,,,,,,,,,,,,Syringe
1828,20G10363X,4502570,20200724,193582,0,5542735,0301001,,DC00056758,,,,,EXP5050,PT00009994,4001204,,,,,,,,,,,,,,,,,,,,,,,Syringe
1829,20G10463X,4502570,20200727,193583,0,5542735,0301001,,DC00056758,,,,,EXP5050,PT00009994,4001204,,,,,,,,,,,,,,,,,,,,,,,Syringe
1830,20G10563X,4502570,20200805,193584,0,5542735,0301001,,DC00056758,,,,,EXP5050,PT00009994,4001204,,,,,,,,,,,,,,,,,,,,,,,Syringe
1831,20G10863X,8881512878,20200805,193588,0,PT00015857,0301001,,FS10011723,,,,,EXP6026,PT00009994,4001801,,,5241008,,,,,,,,,,,,,,,,,,,,Syringe
1832,20G10963X,8881512878,20200820,193589,0,PT00015857,0301001,,FS10011723,,,,,EXP6026,PT00009994,4001801,,,5241008,,,,,,,,,,,,,,,,,,,,Syringe
1833,20G11063,31300919,20200819,193591,45900.000,R1680,RM171,RM260,FS10006050,,,,WP7605,,,,PT00006643,,R4415,,,,,R1679,,,,,,,,,,,,,,,Containers
1834,20G11363,8871,20201014,193594,5670.000,R1700,RM020,PT00065942,FS10021624,,,PT00006652,WP7417BL,,,,CL63R98234,R5097,R4415,,,,,,,,,,,,,,,,,,,,Containers
1835,20G11463,8939CRS,20200812,193595,0,R1700,RM165,,FS10028285,,,,WP7417P,,,,PT00012137,R5097,R4415,,,,,,,,,,,,,,,,,,,,Containers
1836,20G11563,8980S,20201014,193596,18540.000,R1644A,RM165,,FS10003214,,,,WP7445,,,,PT00006635,,R4415,,,,,,,,,,,,,,,,,,,,Containers
1837,20G12063,1522SA,20200914,193601,37613.722,R1302D,RM129,PT00065936,FS10003045,,,,,,,,PT00006610,,R4415,,,,,,,,R7013,,,,,,,,,,,,Containers
1838,20G12163,31142222,20201025,193602,77280.000,R1528A,RM129,PT00065936,FS10026364,,,,WP7102,,,,PT00006643,,R4415,,,,,,,,,,,,,,,,,,,,Containers
1839,20G12463,31323176,20200923,193605,10800.000,R1680,RM171,RM170,FS10006055,,,PT00047930,WP7605,,,,PT00033502,,,,,,,R1679,,,,,,,,,,,,,,,Containers
1840,20G12563,31353603,20201012,193606,336918.407,,RM032,RM170,FS10006109,,,,PT00069525,,,,PT00067913,,R4415,,,,,,,,,,,,,,,,,,,,Containers
1841,20G12663,8507SA,20200825,193607,81452.832,CL63R1776,RM171,RM170,FS10003086,,,,,X98151,,,CL63R98334A,,PT00062605,,,,,,,,,,,,,,,,,,,,Containers
1842,20G12763,85121,20201021,193608,25500.000,R1246D,RM171,,FS10003096,,,,WP8510,,,,PT00006610,,R4415,,,,,,,,,,,,,,,,,,,,Containers
1843,20G12863,85221R,20201028,193609,67860.000,,RM171,RM170,FS10003118,,,,WP8520N,,,,PT00006610,,R4415,,,,,,,,,,,,,,,,,,,,Containers
1844,20G12963,8527R,20200902,193610,23040.000,PT00049846,RM171,RM170,FS10003126,,,,WP8526,,,,PT00012105,,R4415,,,,,,,,,,,,,,,,,,,,Containers
1845,20G13163,8605RC,20201110,193612,66347.008,,RM004,,FS10027014,,,R4395,PT00075580,,,,PT00006651,,R4415,WP0003PKG,,,,,,,,,,,,,,,,,,,Containers
1846,20G13463,8906,20200909,193615,702.000,CL63R1796,RM129,RM026,FS10003169,,,,,,,,PT00006610,,R4415,,,,,,,,,,,,,,,,,,,,Containers
1847,20G13563,8931PG2,20201028,193616,3200.000,R1292D,RM176,RM026,FS10003748,,,,PT00013694,,,,PT00012138,R5097,R4415,,,,,,,,,,,,,,,,,,,,Containers
1848,20G13763,8935,20200916,193618,15600.000,R1292D,RM165,,FS20001205,,,,WP8935,,,,PT00006635,,R4415,,,,,,,,,,,,,,,,,,,,Containers
1849,20G13863,8970,20201118,193619,115440.000,R1528A,RM129,PT00065936,FS10003203,,,,WP8979,,,,PT00006610,,R4415,,,,,,,,,,,,,,,,,,,,Containers
1850,20G13963,8970Y,20200916,193620,30240.000,PT00044733,RM171,RM260,FS10003205,,,,WP8979,,,,PT00006610,,R4415,,,,,,,,,,,,,,,,,,,,Containers
1851,20G14263,8979C,20200902,193623,6400.000,PT00044733,RM171,RM170,FS10003208,,,,WP8979,,,,PT00006610,,R4415,,,,,,,,,,,,,,,,,,,,Containers
1852,20G14363,8979MW,20200930,193624,3920.000,R1528A,RM165,,FS10003209,,,,WP8979,,,,PT00006610,,R4415,,,,,,,,,,,,,,,,,,,,Containers
1853,20G14463,8980,20201028,193625,22320.000,R1644A,RM165,,FS10003210,,,,WP8980-C,,,,PT00012105,,R4415,,,,,,,,,,,,,,,,,,,,Containers
1854,20G14863,8997SPG2,20200902,193629,3600.000,R1644A,RM129,PT00065936,FS10003743,,,,WP7449,,,,PT00012137,R5097,R4415,,,,,,,,,,,,,,,,,,,,Containers
1855,20G14963X,8881112599,20200805,193630,0,5500149,0301001,,FS10028544,,,,,EXP5050,PT00009994,4006202,,,5241008,,,,,,,,,,,,,,,,,,,,Syringe
1856,20G15063X,8881112599,20200805,193631,0,5500149,0301001,,FS10028544,,,,,EXP5050,PT00009994,4006202,,,5241008,,,,,,,,,,,,,,,,,,,,Syringe
1857,20G15163X,8881112599,20200803,193632,0,5500149,0301001,,FS10028544,,,,,EXP5050,PT00009994,4006202,,,5241008,,,,,,,,,,,,,,,,,,,,Syringe
1858,20G15263X,8881112599,20200812,193633,0,5500149,0301001,,FS10028544,,,,,EXP5050,PT00009994,4006202,,,5241008,,,,,,,,,,,,,,,,,,,,Syringe
1859,20G15363X,8881112599,20200826,193634,0,5500149,0301001,,FS10028544,,,,,EXP5050,PT00009994,4006202,,,5241008,,,,,,,,,,,,,,,,,,,,Syringe
1860,20G15463X,8881112083,20200812,193635,0,5000109,0301001,,FS10017988,,,,,PT00033969,PT00009994,4101801,,,5241008,,,,,,,,,,,,,,,,,,,,Syringe
1861,20G15563X,8881112083,20200819,193636,0,5000109,0301001,,FS10017988,,,,,PT00033969,PT00009994,4101801,,,5241008,,,,,,,,,,,,,,,,,,,,Syringe
1862,20G15663,R7642B,20200812,193637,1667.520,,0301009,,DC00005093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Syringe
1863,20G15763X,4502570,20200728,193640,0,5542735,0301001,,DC00056758,,,,,EXP5050,PT00009994,4001204,,,,,,,,,,,,,,,,,,,,,,,Syringe
1864,20G15863X,4502570,20200805,193641,0,5542735,0301001,,DC00056758,,,,,EXP5050,PT00009994,4001204,,,,,,,,,,,,,,,,,,,,,,,Syringe
1865,20G15963X,4502570,20200805,193642,0,5542735,0301001,,DC00056758,,,,,EXP5050,PT00009994,4001204,,,,,,,,,,,,,,,,,,,,,,,Syringe
1866,20G16063X,4502570,20200805,193643,0,5542735,0301001,,DC00056758,,,,,EXP5050,PT00009994,4001204,,,,,,,,,,,,,,,,,,,,,,,Syringe
1867,20G16163X,4502570,20200805,193644,0,5542735,0301001,,DC00056758,,,,,EXP5050,PT00009994,4001204,,,,,,,,,,,,,,,,,,,,,,,Syringe
1868,20G16263X,4502570,20200805,193645,0,5542735,0301001,,DC00056758,,,,,EXP5050,PT00009994,4001204,,,,,,,,,,,,,,,,,,,,,,,Syringe
1869,20G16463X,4502570,20200805,193674,0,5542735,0301001,,DC00056758,,,,,EXP5050,PT00009994,4001204,,,,,,,,,,,,,,,,,,,,,,,Syringe
1870,20G16563X,4502570,20200806,193675,0,5542735,0301001,,DC00056758,,,,,EXP5050,PT00009994,4001204,,,,,,,,,,,,,,,,,,,,,,,Syringe
1871,20G16663X,4502570,20200812,193676,0,5542735,0301001,,DC00056758,,,,,EXP5050,PT00009994,4001204,,,,,,,,,,,,,,,,,,,,,,,Syringe
1872,20G16763X,4502570,20200812,193677,0,5542735,0301001,,DC00056758,,,,,EXP5050,PT00009994,4001204,,,,,,,,,,,,,,,,,,,,,,,Syringe
1873,20G16863X,4502570,20200812,193678,0,5542735,0301001,,DC00056758,,,,,EXP5050,PT00009994,4001204,,,,,,,,,,,,,,,,,,,,,,,Syringe
1874,20G16963X,4502570,20200812,193679,0,5542735,0301001,,DC00056758,,,,,EXP5050,PT00009994,4001204,,,,,,,,,,,,,,,,,,,,,,,Syringe
1875,20G17063X,4502570,20200812,193680,0,5542735,0301001,,DC00056758,,,,,EXP5050,PT00009994,4001204,,,,,,,,,,,,,,,,,,,,,,,Syringe
1876,20G17163X,8881907102,20200805,193681,0,5000231,0301001,,FS10017466,,,,,PT00006657,PT00009994,4101801,,,PT00006674,,,,,,,,,,,,,,,,,,,7777129656,Syringe
1877,20G17363X,8881907102,20200806,193683,0,5000231,0301001,,FS10017466,,,,,PT00006657,PT00009994,4101801,,,PT00006674,,,,,,,,,,,,,,,,,,,7777129656,Syringe
1878,20G17463X,1181200777,20200812,193684,0,5170969,0301001,,FS10017237,,,,,PT00033969,PT00009994,4001801,,,5241008R,,,,,,,,,,,,,,,,,,,,Syringe
1879,20G17563X,1181200777,20200812,193685,0,5170969,0301001,,FS10017237,,,,,PT00033969,PT00009994,4001801,,,5241008R,,,,,,,,,,,,,,,,,,,,Syringe
1880,20G17663X,1181200777,20200819,193686,0,5170969,0301001,,FS10017237,,,,,PT00033969,PT00009994,4001801,,,5241008R,,,,,,,,,,,,,,,,,,,,Syringe
1881,20G17763X,1181200777,20200819,193687,0,5170969,0301001,,FS10017237,,,,,PT00033969,PT00009994,4001801,,,5241008R,,,,,,,,,,,,,,,,,,,,Syringe
1882,20G18563,31300878,20201001,193694,0,PT00044733,RM171,RM260,FS10002818,,,,WP7102,,,,PT00006643,,R4415,,,,,,,,,,,,,,,,,,,,Containers
1883,20G18663,31323358,20201110,193695,230623.742,,RM004,RM260,FS10006098,,,,PT00075579,,,,PT00067913,,R4415,,,,,,,,,,,,,,,,,,,,Containers
1884,20G18763,8506SA,20200914,193696,81452.832,CL63R1776,RM171,,FS10003084,,,,,X98146,,,PT00006610,,R4415,,,,,,,,,,,,,,,,,,,,Containers
1885,20G19063,8525Y,20200820,193699,8800.000,CL63R1784,RM171,RM260,FS10003123,,,,WP8526,,,,PT00012105,,R4415,,,,,,,,,,,,,,,,,,,,Containers
1886,20G193454,R7568,20200701,193454,4267.172,,RM004,,FS10006061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
1887,20G193462,PT00016498,20200707,193462,38449.689,,RM020,PT00065942,FS10002899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
1888,20G193470,WP8980-C,20201028,193470,0,,RM004,,FS10002991,,,,,,,,,,,,,,,,,,R7013,,,,,,,,,,,,Containers
1889,20G193471,WP8935,20200818,193471,0,RM054,RM129,PT00065936,FS10002982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
1890,20G193473,WP8540,20201027,193473,20520.000,R1612B,,,FS10007856,,R7622,,,,,,,,,,,,,,,,,,WP7623,,,,,,R7624,,,,Containers
1891,20G193474,WP8526,20200810,193474,0,,RM004,,FS10002973,,,,,,,,,,,,,,,,,,R7013,,,,,,,,,,,,Containers
1892,20G193475,WP8520N,20200909,193475,0,R1703,RM004,,FS10002970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
1893,20G193476,WP8510,20200923,193476,28550.575,,RM093,,FS10002964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
1894,20G193480,WP7477,20200825,193480,0,,RM171,,FS10027264,,,,,,,,CL63R3908,,,,,,,,,,,,,,,,,,,,,,Containers
1895,20G193481,WP7417P,20200929,193481,27300.000,R98028,RM176,PT00065942,FS10003697,,,,PT00012252,X9899,,,,,,,X9894,WP7477,,,,,,,,,,,,,,,,,Containers
1896,20G193482,WP7026P,20201102,193482,0,CL63R1772,RM004,,FS20001324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
1897,20G193483,WP7026,20200928,193483,0,R1106A,RM004,,FS10002940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
1898,20G193514,WP7623,20200707,193514,1684.580,R98350,RM093,,FS10007859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
1899,20G193515,WP7026,20200805,193515,0,R1106A,RM004,,FS10002940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
1900,20G193520,WP8935,20200715,193520,0,RM054,RM129,PT00065936,FS10002982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
1901,20G193522,WP8965N,20200923,193522,0,,RM004,,FS10002987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
1902,20G193523,WP8980-C,20200909,193523,0,,RM004,,FS10002991,,,,,,,,,,,,,,,,,,R7013,,,,,,,,,,,,Containers
1903,20G193524,WP8980-C,20200929,193524,0,,RM004,,FS10002991,,,,,,,,,,,,,,,,,,R7013,,,,,,,,,,,,Containers
1904,20G193527,WP4810,20200818,193527,96497.174,,RM004,,FS10006159,,,,,,,,,,,,,,,,,,,,R7568,,,,,,,,,,Containers
1905,20G193529,R7616,20200914,193529,64276.992,,RM004,,FS10007073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
1906,20G193547,WP7605,20200924,193547,198814.935,,RM171,,FS10006059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
1907,20G193551,WP8998,20201215,193551,0,R98028,RM093,PT00065942,DC00030203,,,,,,,,,,,,X9894,,,,,,,,,,,,,,,,,,Containers
1908,20G193552,WP8935,20200929,193552,0,RM054,RM129,PT00065936,FS10002982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
1909,20G193553,WP7418,20200810,193553,4500.000,R98028,RM176,PT00065942,FS10002948,,,R4237,PT00012250,X9899,,,,,,,X9894,WP7477,,,,,,,,,,,,,,,,,Containers
1910,20G193555,WP7102,20200916,193555,140700.119,,RM160,,FS10026576,,,,,,,,,,,,,,,,,,,,R7616,,,,,,,,,,Containers
1911,20G193568,WP8998P,20200812,193568,0,R98028,RM176,PT00065942,DC00030204,,,,,,,,,,,,X9894,,,,,,,,,,,,,,,,,,Containers
1912,20G193570,WP8965N,20201007,193570,0,,RM004,,FS10002987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
1913,20G193590,WP7417P,20200720,193590,13410.000,R98028,RM176,PT00065942,FS10003697,,,,PT00012252,X9899,,,,,,,X9894,WP7477,,,,,,,,,,,,,,,,,Containers
1914,20G19363,8932PG2,20200819,193702,6080.000,RM054,RM129,PT00065936,FS10003746,,,,PT00013694,,,,PT00012138,R5097,R4415,,,,,,,,,,,,,,,,,,,,Containers
1915,20G193655,WP8860,20200908,193655,0,R98028,RM093,PT00065943,DC00030198,,,R4226A,,,,,,,,,X9894,,,,,,,,,,,,,,,,,,Containers
1916,20G193656,WP8526,20200901,193656,0,,RM004,,FS10002973,,,,,,,,,,,,,,,,,,R7013,,,,,,,,,,,,Containers
1917,20G193662,WP7483,20200902,193662,172936.910,,RM093,,FS10002955,,,,,,,,,,,,,,,,,,R7013,,,,,,,,,,,,Containers
1918,20G193663,WP7449,20200930,193663,56620.000,R98028,RM093,PT00065942,FS10002950,,PT00012284,,WP7478,X9899,,,,,,,X9894,WP7477,,,,,,,,,,,,,,,,,Containers
1919,20G193664,WP7445,20201012,193664,0,RM054,RM129,PT00065936,FS10002949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
1920,20G193665,WP7417BL,20201006,193665,0,R98028,RM176,PT00065943,FS10021625,,PT00012251,,WP7478,X9898,,,,,,,X9894,WP7477,,,,,,,,,,,,,,,,,Containers
1921,20G193666,WP7102,20200930,193666,159052.308,,RM160,,FS10026576,,,,,,,,,,,,,,,,,,,,R7616,,,,,,,,,,Containers
1922,20G193669,PT00075579,20200929,193669,2042.000,CL63R1783,RM129,,FS10006132,,,,,X98142,,,,,,,,,,,,,,,,,,,,,,,,,Containers
1923,20G193670,PT00075579,20201109,193670,3337.000,CL63R1783,RM129,,FS10006132,,,,,X98142,,,,,,,,,,,,,,,,,,,,,,,,,Containers
1924,20G193672,R7013,20201007,193672,0,,RM110,PT00065942,FS10002800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
1925,20G193673,R7622,20200928,193673,101041.276,,RM093,,FS10007858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
1926,20G193689,WP8850,20200721,193689,0,R98028,RM093,PT00065943,DC00030197,,,R4226A,,,,,,,,,X9894,,,,,,,,,,,,,,,,,,Containers
1927,20G193709,WP8982,20201005,193709,0,R98028,RM160,PT00065942,FS10002992,,,,,,,,,,,,X9894,,,,,,,,,R7075BY,R8249,,,,,,,,Containers
1928,20G193710,WP8979,20200914,193710,0,,RM004,,FS10002990,,,,,,,,,,,,,,,,,,R7013,,,,,,,,,,,,Containers
1929,20G193713,WP7478,20200817,193713,21654.571,,RM036,RM018,FS10002954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
1930,20G193714,WP7478,20200908,193714,21654.571,,RM036,RM018,FS10002954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
1931,20G193716,WP7102,20201005,193716,140700.119,,RM160,,FS10026576,,,,,,,,,,,,,,,,,,,,R7616,,,,,,,,,,Containers
1932,20G193719,WP3204,20200923,193719,0,,RM171,,FS10002935,,,,,,,,,,,,,,,,,,,,,R7075BR,R8249,,,,,,,,Containers
1933,20G193720,R7067,20201230,193720,39541.632,,RM093,,FS10002851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
1934,20G193721,R7068,20200921,193721,34971.955,,RM129,,FS10002854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
1935,20G193723,R7075BY,20201104,193723,0,,RM044,RM041,FS10002858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
1936,20G193724,R7616,20201013,193724,53564.160,,RM004,,FS10007073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
1937,20G193725,R7624,20201005,193725,60898.407,,RM093,,FS10007857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
1938,20G193726,PT00069525,20201012,193726,222558.301,CL63R1783,RM129,,DC00069150,,,,,X98142,,,,,,,,,,,,,,,,,,,,,,,,,Containers
1939,20G193727,PT00075580,20201118,193727,1066.000,R1720,RM129,RM074,FS10027015,,,,,X98142,,,,,,,,,,,,,,,,,,,,,,,,,Containers
1942,20G19463,8938Y,20200829,193703,0,R1690,RM129,PT00062563,FS10003187,,,,WP8935,,,,PT00006635,,R4415,,,,,,,,,,,,,,,,,,,,Containers
1943,20G19563,8980Y,20200812,193704,14580.000,R1644A,RM129,PT00062563,FS10003215,,,,WP8980-C,,,,PT00012105,,R4415,,,,,,,,,,,,,,,,,,,,Containers
